product_name,quantity,arrival_date,manufacturer,category
TrailTracker GPS Device,888,2024-11-19,Wilderness Wares,hiking equipment
NatureSeeker Binoculars,915,2024-05-15,Trailblazer Outfitters,hiking equipment
ExplorerX Hiking Boots,840,2024-03-27,Outdoor Pursuits Co.,hiking equipment
HikePro Trekking Poles,207,2024-03-18,Adventure Seekers Gear,fishing supplies
ExplorerX Hiking Boots,944,2025-08-08,Explorer's Edge Equipment,fishing supplies
TrailBlazer Camping Tent,800,2025-09-27,Explorer's Edge Equipment,backpacking
ExplorerX Hiking Boots,695,2024-04-19,Wilderness Outfitters,backpacking
HikePro Trekking Poles,794,2024-05-16,Alpine Adventure Co.,fishing supplies
AdventurePro Backpack,837,2025-01-31,Summit Seekers,backpacking
TrailBlazer Camping Tent,942,2025-03-19,Outdoor Pursuits Co.,hiking equipment
OutdoorGear Hammock,855,2025-03-28,Adventure Gear Co.,fishing supplies
OutdoorMaster Camping Stove,336,2024-09-19,Backcountry Essentials,skiing
AdventurePro Backpack,199,2024-06-08,Summit Seekers,camping gear
NatureSeeker Binoculars,438,2024-10-10,Outdoor Provisions Ltd.,mountain biking
OutdoorMaster Camping Stove,266,2025-08-05,Outdoor Pursuits Co.,climbing
OutdoorMaster Camping Stove,73,2025-09-25,Wildland Gear,camping gear
CampfirePro Cooking Set,186,2025-07-04,Explorer's Edge Equipment,camping gear
WildernessSurvivor Survival Kit,770,2025-01-25,Outdoor Discovery Co.,mountain biking
CampfirePro Cooking Set,147,2024-04-26,Wilderness Outfitters,mountain biking
NatureSeeker Binoculars,561,2025-07-01,Summit Supplies,climbing
AdventurePro Backpack,358,2025-09-07,Pioneer Gearworks,climbing
CampfirePro Cooking Set,36,2024-11-09,Adventure Seekers Gear,skiing
WildernessSurvivor Survival Kit,248,2024-10-20,Outdoor Provisions Ltd.,skiing
WildernessSurvivor Survival Kit,448,2025-08-20,Wilderness Outfitters,climbing
WildernessSurvivor Survival Kit,826,2024-09-18,Wilderness Outfitters,hiking equipment
CampfirePro Cooking Set,966,2025-05-08,Nature's Best Gear,camping gear
AdventurePro Backpack,499,2025-01-14,Summit Supplies,skiing
TrailBlazer Camping Tent,206,2024-08-17,Backcountry Essentials,hiking equipment
OutdoorMaster Camping Stove,297,2024-07-13,Explorers Equipment,skiing
TrailBlazer Camping Tent,237,2025-08-20,Pioneer Gearworks,fishing supplies
AdventurePro Backpack,820,2025-07-27,Nature's Best Gear,skiing
AdventurePro Backpack,489,2025-09-29,Nature's Best Gear,mountain biking
ExplorerX Hiking Boots,85,2024-02-08,Outdoor Discovery Co.,skiing
NatureSeeker Binoculars,320,2025-06-03,Peak Performance Gear,skiing
OutdoorGear Hammock,566,2024-02-16,Wildland Gear,fishing supplies
HikePro Trekking Poles,491,2024-02-26,Wildland Gear,backpacking
TrailBlazer Camping Tent,376,2024-03-03,Backcountry Bound,backpacking
AdventurePro Backpack,805,2024-03-26,Wilderness Wares,backpacking
ExplorerX Hiking Boots,415,2025-05-17,Nature's Best Gear,fishing supplies
ExplorerX Hiking Boots,160,2024-02-02,Trailblazer Gear,hiking equipment
WildernessSurvivor Survival Kit,135,2024-01-23,Nature's Trail Gear,camping gear
NatureSeeker Binoculars,720,2025-09-14,Nature's Edge Equipment,fishing supplies
CampfirePro Cooking Set,242,2025-01-04,Pioneer Gearworks,mountain biking
WildernessSurvivor Survival Kit,469,2024-04-08,Nature's Trail Gear,skiing
TrailBlazer Camping Tent,6,2025-02-16,Outdoor Gear Emporium,fishing supplies
OutdoorMaster Camping Stove,632,2024-05-07,Explorers Equipment,camping gear
OutdoorMaster Camping Stove,142,2024-05-11,Outdoor Provisions Ltd.,climbing
OutdoorGear Hammock,487,2024-11-10,Summit Seekers,hiking equipment
TrailBlazer Camping Tent,178,2024-01-18,Nature's Trail Gear,backpacking
TrailBlazer Camping Tent,262,2024-10-23,Alpine Adventure Co.,mountain biking
HikePro Trekking Poles,593,2025-06-14,Pioneer Gearworks,fishing supplies
ExplorerX Hiking Boots,779,2024-06-21,Trailblazer Supplies,skiing
TrailTracker GPS Device,142,2024-10-25,Trailblazer Gear,fishing supplies
NatureSeeker Binoculars,835,2025-06-26,Explorer's Edge Equipment,camping gear
AdventurePro Backpack,135,2024-06-06,Adventure Seekers Gear,hiking equipment
NatureSeeker Binoculars,918,2025-05-14,Wilderness Wares,mountain biking
HikePro Trekking Poles,957,2024-04-09,Adventure Gear Co.,mountain biking
OutdoorGear Hammock,524,2025-01-21,Wildland Gear,hiking equipment
NatureSeeker Binoculars,105,2025-04-17,Outdoor Provisions Ltd.,backpacking
AdventurePro Backpack,712,2025-07-28,Backcountry Essentials,hiking equipment
OutdoorMaster Camping Stove,211,2024-09-13,Outdoor Provisions Ltd.,fishing supplies
HikePro Trekking Poles,91,2024-01-24,Nature's Edge Equipment,camping gear
HikePro Trekking Poles,658,2025-03-26,Nature's Trail Gear,hiking equipment
OutdoorGear Hammock,928,2024-08-23,Nature's Edge Equipment,backpacking
TrailBlazer Camping Tent,86,2025-02-02,Outdoor Pursuits Co.,skiing
TrailBlazer Camping Tent,445,2025-01-16,Outdoor Pursuits Co.,backpacking
TrailTracker GPS Device,310,2025-01-03,Trailblazer Gear,camping gear
CampfirePro Cooking Set,234,2025-02-01,Outdoor Discovery Co.,hiking equipment
HikePro Trekking Poles,978,2024-10-28,Nature's Trail Gear,camping gear
AdventurePro Backpack,642,2025-06-21,Trailblazer Supplies,camping gear
TrailBlazer Camping Tent,305,2024-05-01,Backcountry Essentials,fishing supplies
CampfirePro Cooking Set,632,2024-12-08,Trailblazer Outfitters,climbing
CampfirePro Cooking Set,267,2024-06-21,Outdoor Discovery Co.,mountain biking
NatureSeeker Binoculars,906,2025-09-15,Outdoor Discovery Co.,camping gear
TrailTracker GPS Device,750,2025-08-05,Backcountry Essentials,skiing
HikePro Trekking Poles,848,2025-04-22,Backcountry Essentials,skiing
CampfirePro Cooking Set,974,2024-07-08,Backcountry Bound,skiing
AdventurePro Backpack,600,2025-01-24,Summit Seekers,camping gear
HikePro Trekking Poles,215,2024-08-26,Adventure Seekers Gear,skiing
ExplorerX Hiking Boots,731,2025-07-17,Wilderness Outfitters,hiking equipment
HikePro Trekking Poles,266,2024-08-23,Trailblazer Supplies,fishing supplies
OutdoorGear Hammock,57,2024-04-14,Nature's Edge Equipment,mountain biking
TrailTracker GPS Device,685,2024-06-24,Alpine Adventure Co.,camping gear
TrailBlazer Camping Tent,1,2024-04-03,Adventure Gear Co.,mountain biking
HikePro Trekking Poles,888,2024-10-28,Wilderness Wares,climbing
OutdoorGear Hammock,760,2024-03-26,Outdoor Provisions Ltd.,skiing
HikePro Trekking Poles,992,2024-05-25,Nature's Best Gear,mountain biking
WildernessSurvivor Survival Kit,524,2024-03-01,Wilderness Outfitters,hiking equipment
WildernessSurvivor Survival Kit,817,2024-03-14,Alpine Adventure Co.,mountain biking
OutdoorGear Hammock,927,2024-04-18,Wildland Gear,backpacking
TrailTracker GPS Device,905,2024-07-08,Expedition Outfitters,camping gear
AdventurePro Backpack,851,2024-06-29,Expedition Outfitters,camping gear
AdventurePro Backpack,639,2025-03-07,Alpine Adventure Co.,mountain biking
TrailBlazer Camping Tent,789,2024-09-14,Pioneer Gearworks,backpacking
HikePro Trekking Poles,914,2025-03-28,Backcountry Essentials,skiing
WildernessSurvivor Survival Kit,123,2024-11-15,Wildland Gear,backpacking
TrailTracker GPS Device,614,2024-01-11,Trailblazer Supplies,backpacking
OutdoorGear Hammock,208,2024-09-10,Adventure Gear Co.,fishing supplies
AdventurePro Backpack,300,2025-06-16,Pioneer Gearworks,skiing
OutdoorGear Hammock,698,2024-11-16,Nature's Trail Gear,mountain biking
OutdoorMaster Camping Stove,683,2025-01-26,Alpine Adventure Co.,hiking equipment
TrailTracker GPS Device,374,2024-04-23,Trailblazer Outfitters,backpacking
WildernessSurvivor Survival Kit,268,2025-09-14,Summit Supplies,fishing supplies
CampfirePro Cooking Set,51,2024-06-17,Explorers Equipment,hiking equipment
OutdoorMaster Camping Stove,485,2024-05-08,Nature's Edge Equipment,backpacking
WildernessSurvivor Survival Kit,427,2025-07-21,Wilderness Outfitters,hiking equipment
CampfirePro Cooking Set,73,2025-07-27,Trailblazer Supplies,hiking equipment
ExplorerX Hiking Boots,739,2024-11-24,Peak Performance Gear,fishing supplies
AdventurePro Backpack,129,2024-03-17,Nature's Best Gear,hiking equipment
ExplorerX Hiking Boots,245,2025-07-30,Outdoor Provisions Ltd.,camping gear
OutdoorMaster Camping Stove,762,2024-05-22,Summit Supplies,fishing supplies
TrailBlazer Camping Tent,782,2025-04-03,Peak Performance Gear,fishing supplies
OutdoorMaster Camping Stove,632,2024-03-01,Wildland Gear,camping gear
OutdoorMaster Camping Stove,668,2025-06-13,Trailblazer Outfitters,skiing
TrailBlazer Camping Tent,213,2025-08-16,Nature's Trail Gear,climbing
OutdoorGear Hammock,914,2024-09-08,Pioneer Gearworks,mountain biking
HikePro Trekking Poles,881,2024-12-28,Outdoor Discovery Co.,fishing supplies
TrailTracker GPS Device,143,2024-10-24,Explorer's Edge Equipment,backpacking
TrailBlazer Camping Tent,705,2024-10-02,Wilderness Wares,backpacking
AdventurePro Backpack,863,2024-11-18,Wilderness Wares,climbing
NatureSeeker Binoculars,69,2025-06-06,Summit Seekers,climbing
WildernessSurvivor Survival Kit,294,2025-09-23,Summit Seekers,camping gear
NatureSeeker Binoculars,412,2025-03-13,Wilderness Wares,fishing supplies
HikePro Trekking Poles,731,2025-09-10,Wilderness Outfitters,skiing
AdventurePro Backpack,401,2025-06-28,Outdoor Discovery Co.,camping gear
NatureSeeker Binoculars,672,2024-03-18,Summit Seekers,hiking equipment
TrailTracker GPS Device,146,2025-08-06,Outdoor Pursuits Co.,skiing
AdventurePro Backpack,607,2024-01-30,Wildland Gear,mountain biking
HikePro Trekking Poles,65,2024-11-17,Peak Performance Gear,climbing
HikePro Trekking Poles,414,2025-01-28,Nature's Best Gear,mountain biking
TrailTracker GPS Device,795,2024-08-11,Outdoor Pursuits Co.,mountain biking
CampfirePro Cooking Set,683,2025-08-21,Outdoor Gear Emporium,hiking equipment
CampfirePro Cooking Set,553,2024-10-05,Wilderness Outfitters,skiing
OutdoorMaster Camping Stove,495,2025-04-24,Nature's Best Gear,climbing
CampfirePro Cooking Set,897,2024-06-15,Explorers Equipment,camping gear
WildernessSurvivor Survival Kit,273,2024-09-28,Wildland Gear,camping gear
WildernessSurvivor Survival Kit,321,2024-02-09,Wildland Gear,mountain biking
TrailTracker GPS Device,509,2024-04-29,Pioneer Gearworks,backpacking
HikePro Trekking Poles,140,2024-12-13,Trailblazer Supplies,climbing
TrailTracker GPS Device,324,2024-09-21,Backcountry Essentials,hiking equipment
TrailTracker GPS Device,139,2024-06-04,Outdoor Discovery Co.,climbing
CampfirePro Cooking Set,273,2024-12-15,Peak Performance Gear,backpacking
AdventurePro Backpack,797,2025-07-27,Trailblazer Gear,backpacking
TrailBlazer Camping Tent,273,2025-07-12,Outdoor Provisions Ltd.,mountain biking
TrailBlazer Camping Tent,45,2024-10-26,Outdoor Discovery Co.,hiking equipment
HikePro Trekking Poles,157,2024-09-26,Wilderness Outfitters,hiking equipment
CampfirePro Cooking Set,560,2024-11-02,Explorer's Edge Equipment,camping gear
CampfirePro Cooking Set,615,2025-07-21,Trailblazer Gear,backpacking
NatureSeeker Binoculars,591,2025-07-08,Nature's Edge Equipment,hiking equipment
HikePro Trekking Poles,393,2025-05-26,Trailblazer Outfitters,climbing
HikePro Trekking Poles,837,2025-05-12,Backcountry Bound,skiing
HikePro Trekking Poles,499,2024-10-26,Explorers Equipment,camping gear
HikePro Trekking Poles,958,2025-05-20,Adventure Seekers Gear,camping gear
OutdoorMaster Camping Stove,259,2025-09-22,Outdoor Discovery Co.,hiking equipment
OutdoorMaster Camping Stove,851,2024-04-10,Peak Performance Gear,climbing
WildernessSurvivor Survival Kit,751,2024-10-21,Alpine Adventure Co.,skiing
NatureSeeker Binoculars,895,2024-12-17,Nature's Best Gear,hiking equipment
NatureSeeker Binoculars,774,2024-03-07,Trailblazer Gear,hiking equipment
ExplorerX Hiking Boots,392,2025-04-17,Backcountry Bound,mountain biking
OutdoorGear Hammock,763,2024-07-17,Peak Performance Gear,climbing
OutdoorMaster Camping Stove,788,2025-02-06,Nature's Edge Equipment,skiing
WildernessSurvivor Survival Kit,754,2025-02-07,Outdoor Pursuits Co.,backpacking
ExplorerX Hiking Boots,506,2025-03-25,Wilderness Outfitters,mountain biking
TrailBlazer Camping Tent,561,2025-06-02,Nature's Trail Gear,climbing
CampfirePro Cooking Set,252,2025-08-31,Outdoor Pursuits Co.,skiing
WildernessSurvivor Survival Kit,425,2025-05-26,Summit Seekers,mountain biking
AdventurePro Backpack,891,2024-10-20,Outdoor Gear Emporium,fishing supplies
NatureSeeker Binoculars,531,2024-06-23,Wilderness Wares,hiking equipment
OutdoorGear Hammock,565,2024-09-17,Nature's Best Gear,mountain biking
AdventurePro Backpack,914,2024-11-04,Trailblazer Gear,backpacking
WildernessSurvivor Survival Kit,738,2025-04-26,Outdoor Discovery Co.,hiking equipment
WildernessSurvivor Survival Kit,742,2024-06-02,Outdoor Discovery Co.,mountain biking
CampfirePro Cooking Set,506,2024-04-23,Trailblazer Outfitters,hiking equipment
TrailBlazer Camping Tent,251,2025-02-07,Backcountry Essentials,backpacking
AdventurePro Backpack,878,2024-05-05,Summit Seekers,fishing supplies
HikePro Trekking Poles,524,2024-04-21,Nature's Best Gear,fishing supplies
WildernessSurvivor Survival Kit,863,2024-09-13,Wilderness Outfitters,backpacking
ExplorerX Hiking Boots,235,2024-07-09,Backcountry Bound,climbing
TrailBlazer Camping Tent,574,2024-04-25,Nature's Edge Equipment,skiing
OutdoorGear Hammock,949,2025-04-09,Backcountry Bound,skiing
TrailBlazer Camping Tent,715,2024-06-11,Backcountry Bound,fishing supplies
HikePro Trekking Poles,21,2024-09-30,Trailblazer Outfitters,hiking equipment
AdventurePro Backpack,207,2024-05-03,Outdoor Provisions Ltd.,hiking equipment
AdventurePro Backpack,612,2024-01-17,Peak Performance Gear,skiing
NatureSeeker Binoculars,67,2025-02-03,Wilderness Wares,backpacking
OutdoorMaster Camping Stove,125,2025-07-02,Wilderness Wares,skiing
CampfirePro Cooking Set,314,2025-03-20,Wilderness Wares,climbing
NatureSeeker Binoculars,708,2024-03-01,Wilderness Wares,mountain biking
WildernessSurvivor Survival Kit,439,2025-09-21,Pioneer Gearworks,skiing
CampfirePro Cooking Set,677,2025-08-26,Pioneer Gearworks,fishing supplies
CampfirePro Cooking Set,299,2024-09-22,Peak Performance Gear,mountain biking
OutdoorMaster Camping Stove,604,2025-07-22,Peak Performance Gear,mountain biking
OutdoorGear Hammock,712,2024-05-25,Backcountry Essentials,climbing
WildernessSurvivor Survival Kit,445,2024-10-09,Summit Seekers,skiing
OutdoorMaster Camping Stove,863,2025-02-15,Wilderness Outfitters,climbing
NatureSeeker Binoculars,88,2025-02-18,Peak Performance Gear,backpacking
AdventurePro Backpack,352,2024-10-26,Backcountry Essentials,backpacking
OutdoorMaster Camping Stove,320,2024-03-02,Adventure Gear Co.,skiing
OutdoorMaster Camping Stove,362,2024-09-18,Backcountry Bound,hiking equipment
TrailTracker GPS Device,722,2025-09-01,Nature's Best Gear,hiking equipment
AdventurePro Backpack,766,2024-06-04,Nature's Best Gear,camping gear
WildernessSurvivor Survival Kit,118,2025-02-11,Nature's Edge Equipment,hiking equipment
HikePro Trekking Poles,151,2024-02-07,Nature's Best Gear,camping gear
WildernessSurvivor Survival Kit,177,2025-08-18,Wilderness Wares,backpacking
OutdoorMaster Camping Stove,610,2024-01-19,Nature's Best Gear,climbing
CampfirePro Cooking Set,618,2025-07-24,Peak Performance Gear,backpacking
HikePro Trekking Poles,776,2024-05-22,Adventure Seekers Gear,climbing
HikePro Trekking Poles,801,2025-01-10,Backcountry Essentials,camping gear
WildernessSurvivor Survival Kit,784,2024-08-29,Trailblazer Supplies,fishing supplies
OutdoorGear Hammock,868,2025-08-08,Backcountry Essentials,climbing
AdventurePro Backpack,269,2025-01-17,Wilderness Outfitters,camping gear
OutdoorMaster Camping Stove,301,2024-05-16,Peak Performance Gear,climbing
OutdoorMaster Camping Stove,561,2024-04-15,Summit Seekers,hiking equipment
OutdoorGear Hammock,848,2024-12-22,Trailblazer Supplies,mountain biking
OutdoorGear Hammock,36,2024-03-06,Explorers Equipment,fishing supplies
OutdoorMaster Camping Stove,143,2024-11-19,Outdoor Discovery Co.,mountain biking
OutdoorMaster Camping Stove,618,2024-07-11,Summit Supplies,fishing supplies
OutdoorGear Hammock,775,2025-08-02,Trailblazer Outfitters,backpacking
OutdoorMaster Camping Stove,465,2025-02-13,Nature's Trail Gear,skiing
TrailTracker GPS Device,286,2025-08-05,Trailblazer Supplies,hiking equipment
NatureSeeker Binoculars,49,2024-04-25,Trailblazer Outfitters,backpacking
NatureSeeker Binoculars,963,2025-05-02,Trailblazer Gear,backpacking
CampfirePro Cooking Set,642,2025-07-26,Pioneer Gearworks,fishing supplies
TrailTracker GPS Device,565,2025-07-16,Backcountry Bound,hiking equipment
CampfirePro Cooking Set,212,2025-04-02,Summit Supplies,skiing
OutdoorGear Hammock,958,2025-03-10,Backcountry Bound,backpacking
HikePro Trekking Poles,698,2024-06-19,Backcountry Bound,hiking equipment
TrailTracker GPS Device,934,2024-05-11,Trailblazer Supplies,fishing supplies
TrailTracker GPS Device,51,2024-12-09,Nature's Best Gear,climbing
WildernessSurvivor Survival Kit,179,2024-07-05,Expedition Outfitters,camping gear
OutdoorMaster Camping Stove,284,2024-10-31,Expedition Outfitters,climbing
WildernessSurvivor Survival Kit,784,2024-01-07,Summit Supplies,climbing
OutdoorMaster Camping Stove,958,2025-08-30,Explorer's Edge Equipment,climbing
OutdoorGear Hammock,595,2025-05-30,Adventure Seekers Gear,hiking equipment
AdventurePro Backpack,342,2025-06-09,Peak Performance Gear,mountain biking
NatureSeeker Binoculars,225,2025-03-14,Adventure Gear Co.,fishing supplies
TrailTracker GPS Device,468,2024-07-27,Expedition Outfitters,backpacking
TrailTracker GPS Device,947,2025-03-06,Explorer's Edge Equipment,camping gear
WildernessSurvivor Survival Kit,773,2024-05-14,Explorer's Edge Equipment,backpacking
CampfirePro Cooking Set,808,2025-09-10,Alpine Adventure Co.,climbing
TrailTracker GPS Device,337,2024-10-01,Outdoor Provisions Ltd.,backpacking
NatureSeeker Binoculars,851,2024-05-21,Backcountry Bound,fishing supplies
HikePro Trekking Poles,494,2025-04-17,Explorers Equipment,mountain biking
CampfirePro Cooking Set,578,2025-06-30,Backcountry Bound,skiing
CampfirePro Cooking Set,355,2025-09-27,Outdoor Gear Emporium,mountain biking
NatureSeeker Binoculars,318,2024-11-16,Trailblazer Supplies,backpacking
TrailBlazer Camping Tent,866,2024-01-09,Outdoor Gear Emporium,mountain biking
CampfirePro Cooking Set,896,2024-05-26,Trailblazer Gear,hiking equipment
HikePro Trekking Poles,826,2025-05-20,Trailblazer Outfitters,camping gear
OutdoorGear Hammock,331,2024-10-08,Pioneer Gearworks,mountain biking
HikePro Trekking Poles,970,2024-06-27,Trailblazer Supplies,fishing supplies
OutdoorMaster Camping Stove,505,2024-08-26,Nature's Edge Equipment,hiking equipment
OutdoorGear Hammock,775,2024-07-17,Nature's Edge Equipment,camping gear
OutdoorGear Hammock,3,2024-04-15,Explorer's Edge Equipment,skiing
CampfirePro Cooking Set,414,2025-08-15,Summit Seekers,hiking equipment
OutdoorMaster Camping Stove,732,2024-09-28,Nature's Best Gear,skiing
CampfirePro Cooking Set,560,2024-10-14,Nature's Edge Equipment,fishing supplies
